"year","quarter","area_fips","area_title","quarterly_establishments","month_3_employment","month_3_employment_percent_change_oty","average_weekly_wages","average_weekly_wages_percent_change_oty"
"2010","3","54000","West Virginia","48400","699400","1.1","702","4.3"
"2010","3","55000","Wisconsin","157600","2657700","0.5","752","3.6"
"2010","3","56000","Wyoming","25200","278900","0.0","793","4.9"
"2010","3","72000","Puerto Rico","49600","910000","-2.7","502","1.6"
"2010","3","78000","Virgin Islands","3600","43500","2.3","754","4.3"
"2010","4","US000","United States","9093500","129451600","0.9","971","3.0"
"2010","4","01000","Alabama","116900","1823800","0.3","839","2.4"
"2010","4","02000","Alaska","21300","306600","1.4","987","2.9"
"2010","4","04000","Arizona","146200","2417000","0.5","892","1.4"
"2010","4","05000","Arkansas","84600","1143400","0.5","738","1.8"
"2010","4","06000","California","1375400","14561600","0.6","1128","5.0"
"2010","4","08000","Colorado","169800","2203900","0.9","1001","3.7"
"2010","4","09000","Connecticut","111300","1628600","0.5","1226","2.8"
"2010","4","10000","Delaware","28200","404900","1.5","1003","4.4"
"2010","4","11000","District of Columbia","35500","698500","1.6","1688","4.5"
"2010","4","12000","Florida","595600","7258900","0.7","871","1.8"
"2010","4","13000","Georgia","268700","3790700","0.7","906","3.4"
"2010","4","15000","Hawaii","38900","598000","0.8","859","1.9"
"2010","4","16000","Idaho","54900","601700","-0.4","733","3.5"
"2010","4","17000","Illinois","381400","5573700","0.9","1035","2.9"
"2010","4","18000","Indiana","158400","2743600","1.2","804","2.9"
"2010","4","19000","Iowa","94700","1446100","0.6","797","3.4"
"2010","4","20000","Kansas","88300","1311700","0.2","812","2.5"
"2010","4","21000","Kentucky","110500","1747700","1.3","794","1.7"
"2010","4","22000","Louisiana","126500","1849500","0.3","863","3.5"
"2010","4","23000","Maine","49500","578300","-0.1","769","1.3"
"2010","4","24000","Maryland","164600","2488600","1.0","1080","2.7"
"2010","4","25000","Massachusetts","223500","3188200","1.4","1217","3.3"
"2010","4","26000","Michigan","246400","3817300","1.3","938","2.7"
"2010","4","27000","Minnesota","165500","2579600","0.6","974","5.0"
"2010","4","28000","Mississippi","69600","1081600","0.4","706","1.3"
"2010","4","29000","Missouri","175100","2596800","-0.1","839","2.8"
"2010","4","30000","Montana","42300","419500","0.1","721","3.6"
"2010","4","31000","Nebraska","60700","902900","0.7","772","2.0"
"2010","4","32000","Nevada","71500","1114500","-0.8","880","0.6"
"2010","4","33000","New Hampshire","48500","610000","0.6","978","2.1"
"2010","4","34000","New Jersey","270000","3792000","-0.2","1161","1.5"
"2010","4","35000","New Mexico","55300","786700","-0.1","817","2.8"
"2010","4","36000","New York","593400","8507700","1.0","1219","2.1"
"2010","4","37000","North Carolina","253400","3831700","0.7","840","2.7"
"2010","4","38000","North Dakota","26500","368800","4.3","809","7.6"
"2010","4","39000","Ohio","287600","4963500","1.1","865","3.0"
"2010","4","40000","Oklahoma","102600","1506900","1.2","797","4.5"
"2010","4","41000","Oregon","130900","1609400","1.0","852","2.8"
"2010","4","42000","Pennsylvania","343600","5547300","1.3","951","2.0"
"2010","4","44000","Rhode Island","35200","450800","0.5","940","3.1"
"2010","4","45000","South Carolina","109700","1770600","1.2","775","1.6"
"2010","4","46000","South Dakota","31000","391100","1.4","714","3.8"
"2010","4","47000","Tennessee","139600","2599400","1.1","878","3.5"
"2010","4","48000","Texas","575500","10352800","2.0","977","3.4"
"2010","4","49000","Utah","84800","1170200","1.1","827","3.9"
"2010","4","50000","Vermont","24300","299300","0.9","814","1.1"
"2010","4","51000","Virginia","234400","3578500","0.8","1028","3.3"
"2010","4","53000","Washington","238900","2803100","1.0","981","2.9"
"2010","4","54000","West Virginia","48700","698000","0.6","778","3.5"
"2010","4","55000","Wisconsin","158600","2665900","1.1","836","3.2"
"2010","4","56000","Wyoming","25100","270500","1.3","872","4.9"
"2010","4","72000","Puerto Rico","49800","956700","-2.3","559","1.5"
"2010","4","78000","Virgin Islands","3600","44900","2.0","805","8.3"
"2011","1","US000","United States","9074300","127851000","1.3","935","5.2"
"2011","1","01000","Alabama","116300","1808500","0.3","766","4.2"
"2011","1","02000","Alaska","21200","310100","2.0","912","3.8"
"2011","1","04000","Arizona","144800","2392100","0.7","837","4.9"
"2011","1","05000","Arkansas","85700","1133500","0.3","715","6.1"
"2011","1","06000","California","1376100","14413800","1.2","1066","6.2"
"2011","1","08000","Colorado","169000","2179800","1.3","952","4.4"
"2011","1","09000","Connecticut","110600","1589200","1.4","1282","6.3"
"2011","1","10000","Delaware","28300","396000","2.1","1026","5.7"
"2011","1","11000","District of Columbia","34800","702300","2.5","1540","2.4"
"2011","1","12000","Florida","591200","7235900","1.2","794","3.8"
"2011","1","13000","Georgia","266700","3771000","1.4","885","5.7"
"2011","1","15000","Hawaii","38600","593800","1.2","790","3.1"
"2011","1","16000","Idaho","54200","590300","-0.1","659","4.1"
"2011","1","17000","Illinois","382700","5472400","1.2","1003","6.0"
"2011","1","18000","Indiana","159700","2717100","1.9","772","4.5"
"2011","1","19000","Iowa","93700","1419300","0.6","738","4.5"
"2011","1","20000","Kansas","87900","1293300","0.6","748","4.0"
"2011","1","21000","Kentucky","110800","1715600","1.5","737","3.7"
"2011","1","22000","Louisiana","127400","1841300","0.9","798","4.5"
"2011","1","23000","Maine","49500","558600","0.1","723","4.8"
"2011","1","24000","Maryland","164900","2452100","1.3","1010","3.6"
"2011","1","25000","Massachusetts","226400","3116500","1.2","1159","5.8"
"2011","1","26000","Michigan","244000","3757700","2.2","872","7.1"
"2011","1","27000","Minnesota","167200","2530700","1.4","935","6.0"
"2011","1","28000","Mississippi","69100","1074800","0.6","650","3.2"
"2011","1","29000","Missouri","173900","2562300","0.3","786","3.0"
"2011","1","30000","Montana","42000","412200","0.4","656","3.6"
"2011","1","31000","Nebraska","60000","886200","0.7","721","3.9"
"2011","1","32000","Nevada","71300","1102600","0.4","802","3.0"
"2011","1","33000","New Hampshire","47500","596300","1.1","876","5.2"
"2011","1","34000","New Jersey","265000","3701100","0.0","1160","3.5"
"2011","1","35000","New Mexico","54700","776500","-0.1","738","3.1"
"2011","1","36000","New York","596900","8336500","1.2","1368","6.7"
"2011","1","37000","North Carolina","252300","3809600","1.6","825","4.3"
"2011","1","38000","North Dakota","26600","364500","5.0","748","9.5"
"2011","1","39000","Ohio","286500","4870600","1.4","819","4.6"
"2011","1","40000","Oklahoma","102800","1491500","1.0","739","5.3"
"2011","1","41000","Oregon","131000","1590300","1.3","812","4.6"
"2011","1","42000","Pennsylvania","344700","5459300","1.5","896","4.6"
"2011","1","44000","Rhode Island","35000","438100","0.1","863","3.4"
"2011","1","45000","South Carolina","110100","1767200","1.4","722","4.5"
"2011","1","46000","South Dakota","30900","382300","1.3","659","4.1"
"2011","1","47000","Tennessee","139500","2575900","1.7","793","3.8"
"2011","1","48000","Texas","577200","10324300","2.2","946","5.9"
"2011","1","49000","Utah","82700","1156900","2.0","753","3.4"
"2011","1","50000","Vermont","24200","291900","0.9","741","3.8"
"2011","1","51000","Virginia","233100","3539900","1.5","968","4.0"
"2011","1","53000","Washington","235300","2785300","1.2","947","5.2"
"2011","1","54000","West Virginia","48500","689300","1.0","723","4.5"
"2011","1","55000","Wisconsin","156800","2609500","1.6","779","5.3"
"2011","1","56000","Wyoming","25000","265200","1.0","808","4.4"
"2011","1","72000","Puerto Rico","50600","923000","-2.6","500","0.8"
"2011","1","78000","Virgin Islands","3500","45100","0.4","738","1.0"
"2011","2","US000","United States","9084200","130469900","0.9","891","3.0"
"2011","2","01000","Alabama","116300","1824800","-0.4","767","2.3"
"2011","2","02000","Alaska","21700","335900","1.6","941","2.6"
"2011","2","04000","Arizona","145600","2336300","1.1","842","2.7"
"2011","2","05000","Arkansas","85800","1140400","-1.3","703","2.6"
"2011","2","06000","California","1379300","14664600","0.3","1019","4.0"
"2011","2","08000","Colorado","169700","2234700","1.4","900","3.4"
"2011","2","09000","Connecticut","110700","1630200","0.8","1116","3.8"
"2011","2","10000","Delaware","28200","408400","0.5","926","5.9"
"2011","2","11000","District of Columbia","35500","711300","1.4","1541","2.4"
"2011","2","12000","Florida","594300","7092300","0.8","802","2.6"
"2011","2","13000","Georgia","266500","3803100","1.0","832","2.5"
"2011","2","15000","Hawaii","38300","590500","0.7","799","2.4"
"2011","2","16000","Idaho","54100","616600","0.0","667","2.3"
"2011","2","17000","Illinois","384200","5633000","1.0","939","3.2"
"2011","2","18000","Indiana","159700","2769200","1.3","749","2.2"
"2011","2","19000","Iowa","93500","1476900","0.7","726","2.5"
"2011","2","20000","Kansas","88200","1313200","-0.1","754","2.9"
"2011","2","21000","Kentucky","109700","1751800","0.9","760","2.3"
"2011","2","22000","Louisiana","126800","1844300","-0.1","794","3.1"
"2011","2","23000","Maine","49000","593800","0.3","712","1.9"
"2011","2","24000","Maryland","165400","2513500","0.5","987","3.1"
"2011","2","25000","Massachusetts","227800","3230400","0.9","1120","5.6"
"2011","2","26000","Michigan","242100","3896900","1.8","845","2.4"
"2011","2","27000","Minnesota","164600","2645400","1.4","898","3.5"
"2011","2","28000","Mississippi","68800","1079400","-0.6","664","1.8"
"2011","2","29000","Missouri","174300","2617700","0.3","774","1.6"
"2011","2","30000","Montana","42100","434100","0.5","681","3.5"
"2011","2","31000","Nebraska","60400","911600","0.1","714","2.4"
"2011","2","32000","Nevada","71400","1123000","0.5","816","2.5"
"2011","2","33000","New Hampshire","47900","615200","0.4","888","2.4"
"2011","2","34000","New Jersey","264600","3836200","-0.3","1056","2.6"
"2011","2","35000","New Mexico","54800","788700","-0.5","763","2.8"
"2011","2","36000","New York","597100","8575300","1.0","1092","1.0"
"2011","2","37000","North Carolina","253100","3865900","1.5","783","2.5"
"2011","2","38000","North Dakota","27100","382400","5.1","769","8.2"
"2011","2","39000","Ohio","287500","5009100","0.9","795","2.6"
"2011","2","40000","Oklahoma","102600","1510300","0.7","749","4.5"
"2011","2","41000","Oregon","131100","1637500","0.7","819","4.2"
"2011","2","42000","Pennsylvania","347100","5606500","1.0","875","3.1"
"2011","2","44000","Rhode Island","34900","458100","0.3","862","3.5"
"2011","2","45000","South Carolina","111100","1801600","1.1","726","2.3"
"2011","2","46000","South Dakota","31100","404800","0.8","656","3.8"
"2011","2","47000","Tennessee","139100","2616900","1.3","794","2.3"
"2011","2","48000","Texas","578900","10462400","2.1","900","4.0"
"2011","2","49000","Utah","83400","1183900","2.0","756","3.1"
"2011","2","50000","Vermont","24300","297000","1.0","773","2.8"
"2011","2","51000","Virginia","233200","3619700","0.9","949","2.2"
"2011","2","53000","Washington","229500","2875800","0.6","928","3.5"
"2011","2","54000","West Virginia","48700","702900","0.3","765","5.4"
"2011","2","55000","Wisconsin","158000","2712000","0.9","767","3.0"
"2011","2","56000","Wyoming","25100","284700","1.2","819","3.7"
"2011","2","72000","Puerto Rico","50700","915100","-1.4","496","0.6"
"2011","2","78000","Virgin Islands","3500","44100","0.6","747","5.5"
"2011","3","US000","United States","9135800","130524700","1.6","916","5.3"
"2011","3","01000","Alabama","116600","1823200","0.5","803","3.7"
"2011","3","02000","Alaska","21700","341500","2.1","963","4.0"
"2011","3","04000","Arizona","146000","2391600","2.1","860","4.9"
"2011","3","05000","Arkansas","86200","1151000","0.4","715","4.5"
"2011","3","06000","California","1394400","14686300","1.5","1051","6.8"
"2011","3","08000","Colorado","171800","2234400","2.3","948","5.6"
"2011","3","09000","Connecticut","110700","1626500","0.9","1118","4.7"
"2011","3","10000","Delaware","28200","406100","0.2","949","5.4"
"2011","3","11000","District of Columbia","36300","708100","2.1","1527","3.9"
"2011","3","12000","Florida","597400","7167500","1.7","812","4.2"
"2011","3","13000","Georgia","267300","3799600","1.3","867","5.3"
"2011","3","15000","Hawaii","38300","593600","1.2","836","4.0"
"2011","3","16000","Idaho","54100","623800","1.1","697","4.7"
"2011","3","17000","Illinois","386700","5629100","1.6","958","4.6"
"2011","3","18000","Indiana","159500","2797500","2.1","785","5.8"
"2011","3","19000","Iowa","93300","1466900","1.6","760","5.6"
"2011","3","20000","Kansas","88500","1311700","1.1","772","5.6"
"2011","3","21000","Kentucky","108300","1757400","1.7","764","4.8"
"2011","3","22000","Louisiana","125200","1852300","0.9","821","3.9"
"2011","3","23000","Maine","49400","595600","0.9","734","2.9"
"2011","3","24000","Maryland","163000","2497600","1.1","1023","5.9"
"2011","3","25000","Massachusetts","231300","3227800","1.8","1114","4.1"
"2011","3","26000","Michigan","243100","3920500","2.4","876","4.4"
"2011","3","27000","Minnesota","167900","2642800","2.5","916","4.8"
"2011","3","28000","Mississippi","69200","1081300","0.1","681","4.4"
"2011","3","29000","Missouri","175100","2610300","0.6","804","5.2"
"2011","3","30000","Montana","42200","433900","1.3","687","6.2"
"2011","3","31000","Nebraska","60800","905000","0.5","747","5.7"
"2011","3","32000","Nevada","72000","1122000","1.3","845","3.8"
"2011","3","33000","New Hampshire","48500","613200","0.7","903","5.6"
"2011","3","34000","New Jersey","263500","3774100","0.6","1069","4.3"
"2011","3","35000","New Mexico","55100","788700","0.4","779","4.7"
"2011","3","36000","New York","599600","8511600","1.7","1099","4.0"
"2011","3","37000","North Carolina","255900","3863600","1.3","809","5.3"
"2011","3","38000","North Dakota","27600","390800","6.7","820","12.9"
"2011","3","39000","Ohio","288700","5015300","1.4","834","5.6"
"2011","3","40000","Oklahoma","102700","1518500","1.8","785","8.3"
"2011","3","41000","Oregon","131800","1645000","1.4","835","5.7"
"2011","3","42000","Pennsylvania","345700","5550900","0.9","912","6.2"
"2011","3","44000","Rhode Island","35000","456800","0.3","871","5.3"
"2011","3","45000","South Carolina","111900","1789900","1.4","746","4.8"
"2011","3","46000","South Dakota","31200","398900","1.3","684","3.6"
"2011","3","47000","Tennessee","139100","2631400","2.1","819","5.3"
"2011","3","48000","Texas","583200","10480400","2.7","931","6.2"
"2011","3","49000","Utah","84200","1192900","2.9","779","5.1"
"2011","3","50000","Vermont","24200","297000","0.8","778","3.3"
"2011","3","51000","Virginia","234200","3602500","1.6","974","4.7"
"2011","3","53000","Washington","235400","2905400","1.7","1011","6.1"
"2011","3","54000","West Virginia","48800","710800","1.6","742","5.8"
"2011","3","55000","Wisconsin","159700","2697900","1.4","792","5.6"
"2011","3","56000","Wyoming","25300","284000","1.6","832","5.1"
"2011","3","72000","Puerto Rico","50800","910300","-0.2","506","1.2"
"2011","3","78000","Virgin Islands","3600","42700","-1.5","718","-5.2"
"2011","4","US000","United States","9178600","131254200","1.4","955","-1.7"
"2011","4","01000","Alabama","116700","1828300","0.2","832","-0.8"
"2011","4","02000","Alaska","21800","311300","1.6","982","-0.5"
"2011","4","04000","Arizona","146600","2458400","1.7","882","-1.1"
"2011","4","05000","Arkansas","84800","1157100","0.9","736","-1.2"
"2011","4","06000","California","1417500","14731800","1.3","1100","-2.7"
"2011","4","08000","Colorado","169600","2250100","2.1","975","-2.6"
"2011","4","09000","Connecticut","110700","1642000","0.9","1188","-3.1"
"2011","4","10000","Delaware","27700","405900","0.4","984","-1.6"
"2011","4","11000","District of Columbia","36400","708000","1.3","1668","-1.2"
"2011","4","12000","Florida","602000","7364100","1.4","847","-2.8"
"2011","4","13000","Georgia","268900","3826900","1.0","885","-2.2"
"2011","4","15000","Hawaii","38500","607000","1.4","845","-1.5"
"2011","4","16000","Idaho","54000","606400","0.8","717","-2.2"
"2011","4","17000","Illinois","388200","5635900","1.1","1013","-2.1"
"2011","4","18000","Indiana","160400","2799200","2.0","789","-1.9"
"2011","4","19000","Iowa","93900","1464200","1.1","793","-0.8"
"2011","4","20000","Kansas","88400","1320100","0.7","800","-1.5"
"2011","4","21000","Kentucky","108000","1770200","1.3","786","-1.0"
"2011","4","22000","Louisiana","124800","1870800","1.0","850","-1.7"
"2011","4","23000","Maine","49200","580900","0.4","755","-1.8"
"2011","4","24000","Maryland","162200","2516400","1.1","1058","-2.0"
"2011","4","25000","Massachusetts","227500","3230800","1.3","1192","-2.1"
"2011","4","26000","Michigan","242300","3911800","2.4","933","-0.5"
"2011","4","27000","Minnesota","168600","2636400","2.1","936","-3.9"
"2011","4","28000","Mississippi","69300","1083800","0.3","699","-1.1"
"2011","4","29000","Missouri","175700","2617000","0.8","825","-1.7"
"2011","4","30000","Montana","42200","426700","1.8","727","0.7"
"2011","4","31000","Nebraska","61200","910500","0.8","762","-1.3"
"2011","4","32000","Nevada","72100","1124100","0.8","852","-3.2"
"2011","4","33000","New Hampshire","48800","615400","0.9","971","-0.7"
"2011","4","34000","New Jersey","264800","3811600","0.6","1138","-2.1"
"2011","4","35000","New Mexico","55500","784300","-0.3","799","-2.2"
"2011","4","36000","New York","599500","8618400","1.4","1197","-1.8"
"2011","4","37000","North Carolina","257500","3885900","1.3","824","-2.0"
"2011","4","38000","North Dakota","28100","397000","7.6","871","7.7"
"2011","4","39000","Ohio","289300","5027600","1.3","855","-1.3"
"2011","4","40000","Oklahoma","103400","1530000","1.3","817","2.6"
"2011","4","41000","Oregon","132300","1629800","1.2","850","-0.2"
"2011","4","42000","Pennsylvania","351000","5595100","0.7","936","-1.6"
"2011","4","44000","Rhode Island","35000","451900","0.1","919","-2.1"
"2011","4","45000","South Carolina","111300","1796100","1.3","763","-1.5"
"2011","4","46000","South Dakota","31400","397000","1.5","724","1.4"
"2011","4","47000","Tennessee","139600","2654900","2.1","858","-2.3"
"2011","4","48000","Texas","588000","10607900","2.4","973","-0.3"
"2011","4","49000","Utah","85500","1202800","2.8","806","-2.5"
"2011","4","50000","Vermont","24400","303900","1.3","809","-0.5"
"2011","4","51000","Virginia","237400","3625000","1.3","1004","-2.4"
"2011","4","53000","Washington","231900","2843600","1.4","979","-0.2"
"2011","4","54000","West Virginia","49100","714000","2.2","776","-0.3"
"2011","4","55000","Wisconsin","160500","2689600","0.7","817","-2.4"
"2011","4","56000","Wyoming","25300","276900","2.3","876","0.6"
"2011","4","72000","Puerto Rico","48200","960900","0.1","552","-1.1"
"2011","4","78000","Virgin Islands","3600","43200","-4.0","772","-3.4"
"2012","1","US000","United States","9211800","130175400","1.8","984","5.4"
"2012","1","01000","Alabama","116100","1822800","0.8","808","5.6"
"2012","1","02000","Alaska","21900","316400","1.9","973","6.7"
"2012","1","04000","Arizona","146400","2437200","2.1","887","5.7"
"2012","1","05000","Arkansas","85200","1151500","1.5","747","4.6"
"2012","1","06000","California","1422700","14670600","2.0","1125","5.5"
"2012","1","08000","Colorado","170400","2230400","2.4","1003","5.4"
"2012","1","09000","Connecticut","110600","1613100","1.5","1330","3.8"
"2012","1","10000","Delaware","27400","398800","0.8","1071","4.2"
"2012","1","11000","District of Columbia","35300","712100","1.3","1602","4.0"
"2012","1","12000","Florida","605400","7377300","2.0","837","5.4"
"2012","1","13000","Georgia","268300","3815500","1.3","931","5.2"
"2012","1","15000","Hawaii","38400","600300","0.9","834","5.7"
"2012","1","16000","Idaho","53500","596700","1.1","692","5.0"
"2012","1","17000","Illinois","388700","5557500","1.5","1061","5.9"
"2012","1","18000","Indiana","161600","2777000","2.2","822","6.3"
"2012","1","19000","Iowa","95000","1448300","1.9","784","6.4"
"2012","1","20000","Kansas","87800","1314200","1.8","803","7.2"
"2012","1","21000","Kentucky","108300","1750300","1.9","785","6.4"
"2012","1","22000","Louisiana","128500","1863100","1.2","836","4.9"
"2012","1","23000","Maine","49300","561400","0.5","757","4.7"
"2012","1","24000","Maryland","165100","2492400","1.7","1071","6.0"
"2012","1","25000","Massachusetts","228700","3178700","1.7","1227","5.7"
"2012","1","26000","Michigan","241600","3865800","2.6","920","5.5"
"2012","1","27000","Minnesota","169900","2586300","2.1","989","6.1"
"2012","1","28000","Mississippi","69100","1083500","0.8","687","5.9"
"2012","1","29000","Missouri","175100","2593700","1.2","838","6.5"
"2012","1","30000","Montana","42100","419500","1.8","706","7.8"
"2012","1","31000","Nebraska","65800","905300","2.1","765","6.1"
"2012","1","32000","Nevada","72000","1118400","1.4","846","5.5"
"2012","1","33000","New Hampshire","48300","602100","1.0","923","5.4"
"2012","1","34000","New Jersey","264500","3749000","1.5","1228","5.9"
"2012","1","35000","New Mexico","55000","779700","0.4","782","5.8"
"2012","1","36000","New York","603000","8479400","1.7","1357","-0.8"
"2012","1","37000","North Carolina","256900","3874900","1.7","869","5.3"
"2012","1","38000","North Dakota","28500","397400","9.0","857","14.6"
"2012","1","39000","Ohio","287000","4967800","2.0","873","6.6"
"2012","1","40000","Oklahoma","103900","1525500","2.0","806","9.4"
"2012","1","41000","Oregon","132900","1613000","1.4","864","6.4"
"2012","1","42000","Pennsylvania","354100","5531100","1.2","960","7.1"
"2012","1","44000","Rhode Island","35000","443500","1.1","931","8.0"
"2012","1","45000","South Carolina","112000","1797700","1.7","764","6.0"
"2012","1","46000","South Dakota","31200","390400","2.1","703","6.7"
"2012","1","47000","Tennessee","141300","2636700","2.4","847","6.8"
"2012","1","48000","Texas","591500","10605200","2.6","1013","7.2"
"2012","1","49000","Utah","83800","1193100","3.2","799","6.1"
"2012","1","50000","Vermont","24500","296600","1.5","774","4.6"
"2012","1","51000","Virginia","239300","3586300","1.4","1019","5.3"
"2012","1","53000","Washington","235500","2831900","1.9","1009","6.5"
"2012","1","54000","West Virginia","49400","705500","2.4","768","6.2"
"2012","1","55000","Wisconsin","158900","2639000","1.1","827","6.2"
"2012","1","56000","Wyoming","25300","271800","2.4","850","5.2"
"2012","1","72000","Puerto Rico","48800","931300","0.6","521","4.6"
"2012","1","78000","Virgin Islands","3400","42700","-5.4","722","-2.0"
"2012","2","US000","United States","9224500","132896000","1.8","903","1.3"
"2012","2","01000","Alabama","116100","1841700","0.9","783","2.0"
"2012","2","02000","Alaska","21800","342900","2.1","955","1.5"
"2012","2","04000","Arizona","147300","2393900","2.6","862","2.1"
"2012","2","05000","Arkansas","85400","1157400","1.1","717","2.1"
"2012","2","06000","California","1434500","15045800","2.4","1034","1.8"
"2012","2","08000","Colorado","171400","2291800","2.5","918","2.0"
"2012","2","09000","Connecticut","111300","1650000","1.2","1111","-0.4"
"2012","2","10000","Delaware","27600","409300","0.2","948","2.4"
"2012","2","11000","District of Columbia","35500","717900","0.9","1544","0.3"
"2012","2","12000","Florida","606900","7233700","2.0","805","0.4"
"2012","2","13000","Georgia","269500","3854700","1.4","848","1.9"
"2012","2","15000","Hawaii","38400","603700","2.1","812","1.8"
"2012","2","16000","Idaho","53500","626100","1.5","673","0.9"
"2012","2","17000","Illinois","391400","5698000","1.1","953","1.6"
"2012","2","18000","Indiana","160500","2832600","2.3","763","1.9"
"2012","2","19000","Iowa","95200","1502700","1.5","743","2.5"
"2012","2","20000","Kansas","84600","1334400","1.7","763","1.1"
"2012","2","21000","Kentucky","109800","1780700","1.6","772","1.6"
"2012","2","22000","Louisiana","129200","1877200","1.6","806","1.5"
"2012","2","23000","Maine","49400","601800","1.2","719","1.0"
"2012","2","24000","Maryland","166900","2550200","1.5","992","0.7"
"2012","2","25000","Massachusetts","219000","3301500","1.9","1109","-1.2"
"2012","2","26000","Michigan","239400","3984000","2.1","859","1.7"
"2012","2","27000","Minnesota","168700","2695100","1.5","907","1.1"
"2012","2","28000","Mississippi","68600","1087400","0.6","681","2.9"
"2012","2","29000","Missouri","176900","2629100","0.4","791","2.2"
"2012","2","30000","Montana","42400","442000","2.0","700","2.6"
"2012","2","31000","Nebraska","66700","930900","2.0","719","0.7"
"2012","2","32000","Nevada","72600","1141700","1.6","815","-0.1"
"2012","2","33000","New Hampshire","48900","623800","1.4","891","0.3"
"2012","2","34000","New Jersey","262300","3884000","1.4","1056","0.0"
"2012","2","35000","New Mexico","55100","791900","0.4","783","2.6"
"2012","2","36000","New York","603300","8701200","1.5","1096","0.4"
"2012","2","37000","North Carolina","259000","3919100","1.5","787","0.5"
"2012","2","38000","North Dakota","29200","420300","9.9","854","11.1"
"2012","2","39000","Ohio","287400","5104000","1.9","817","2.8"
"2012","2","40000","Oklahoma","104400","1543400","1.9","768","2.7"
"2012","2","41000","Oregon","133100","1663900","1.6","837","2.3"
"2012","2","42000","Pennsylvania","352300","5645900","0.7","893","2.1"
"2012","2","44000","Rhode Island","35300","463100","0.9","859","-0.3"
"2012","2","45000","South Carolina","111500","1830700","1.5","736","1.4"
"2012","2","46000","South Dakota","31300","412800","1.9","677","3.2"
"2012","2","47000","Tennessee","141000","2669100","2.0","816","2.8"
"2012","2","48000","Texas","592900","10779500","3.0","922","2.6"
"2012","2","49000","Utah","84800","1225800","3.6","766","1.3"
"2012","2","50000","Vermont","24700","300200","1.0","792","2.6"
"2012","2","51000","Virginia","238100","3659900","1.2","952","0.3"
"2012","2","53000","Washington","234600","2948300","2.4","947","2.2"
"2012","2","54000","West Virginia","49300","712300","1.4","776","1.4"
"2012","2","55000","Wisconsin","160000","2749700","1.4","778","1.4"
"2012","2","56000","Wyoming","25500","288900","1.6","842","2.7"
"2012","2","72000","Puerto Rico","49200","933300","1.8","499","0.6"
"2012","2","78000","Virgin Islands","3500","40200","-8.6","819","9.8"
"2012","3","US000","United States","9165400","132624700","1.6","906","-1.1"
"2012","3","01000","Alabama","116100","1833500","0.6","784","-2.4"
"2012","3","02000","Alaska","22000","343600","0.6","961","-0.2"
"2012","3","04000","Arizona","148500","2437500","2.2","846","-2.0"
"2012","3","05000","Arkansas","85800","1156700","0.3","708","-1.0"
"2012","3","06000","California","1328500","15109100","2.8","1036","-1.2"
"2012","3","08000","Colorado","174400","2284600","2.2","936","-1.3"
"2012","3","09000","Connecticut","111600","1638900","0.8","1087","-2.8"
"2012","3","10000","Delaware","27800","407300","0.1","925","-2.5"
"2012","3","11000","District of Columbia","36100","714900","0.6","1514","-0.7"
"2012","3","12000","Florida","611500","7307900","1.9","800","-1.4"
"2012","3","13000","Georgia","271200","3841200","1.1","854","-1.5"
"2012","3","15000","Hawaii","38500","605500","1.7","827","-1.0"
"2012","3","16000","Idaho","53300","630400","1.1","687","-1.4"
"2012","3","17000","Illinois","393500","5688600","1.1","945","-1.4"
"2012","3","18000","Indiana","160400","2849900","1.8","772","-1.7"
"2012","3","19000","Iowa","95400","1486700","1.1","756","-0.5"
"2012","3","20000","Kansas","84700","1325500","1.0","761","-1.4"
"2012","3","21000","Kentucky","111300","1779500","1.2","751","-1.7"
"2012","3","22000","Louisiana","129100","1864300","0.3","805","-1.8"
"2012","3","23000","Maine","49600","597000","0.2","722","-1.6"
"2012","3","24000","Maryland","167500","2533300","1.4","1007","-1.6"
"2012","3","25000","Massachusetts","221200","3271600","1.2","1102","-1.2"
"2012","3","26000","Michigan","239500","3984200","1.5","862","-1.5"
"2012","3","27000","Minnesota","170200","2675400","1.1","915","0.0"
"2012","3","28000","Mississippi","68700","1089400","0.6","672","-1.2"
"2012","3","29000","Missouri","178200","2628800","0.7","793","-1.2"
"2012","3","30000","Montana","42700","441600","1.8","689","0.3"
"2012","3","31000","Nebraska","67900","924400","2.0","742","-0.5"
"2012","3","32000","Nevada","73100","1140100","1.5","820","-3.0"
"2012","3","33000","New Hampshire","49200","620600","1.1","874","-3.1"
"2012","3","34000","New Jersey","260900","3811200","1.1","1053","-1.8"
"2012","3","35000","New Mexico","55500","788700","0.0","761","-2.3"
"2012","3","36000","New York","608800","8616800","1.2","1088","-1.1"
"2012","3","37000","North Carolina","258800","3934100","1.6","806","-0.2"
"2012","3","38000","North Dakota","29700","422200","7.8","872","6.3"
"2012","3","39000","Ohio","288000","5073000","1.1","828","-0.7"
"2012","3","40000","Oklahoma","104700","1545600","1.3","779","-0.5"
"2012","3","41000","Oregon","134200","1667300","1.2","834","0.0"
"2012","3","42000","Pennsylvania","353000","5598400","0.6","899","-1.3"
"2012","3","44000","Rhode Island","35500","460500","0.8","855","-1.9"
"2012","3","45000","South Carolina","112700","1814700","1.3","738","-1.1"
"2012","3","46000","South Dakota","31400","405300","1.6","683","-0.1"
