"year","quarter","area_fips","ownership","industry_code","area_title","industry_title","quarterly_establishments","month_3_employment","month_3_employment_percent_change_oty","average_weekly_wages","average_weekly_wages_percent_change_oty"
"2010","2","17031","5","1025","Cook, IL","Education and health services","14800","390500","1.3","861","1.2"
"2010","2","17031","5","1026","Cook, IL","Leisure and hospitality","12300","232300","-1.1","449","4.7"
"2010","2","17031","5","1027","Cook, IL","Other services","15300","94400","-2.8","739","1.4"
"2010","2","17031","8","10","Cook, IL","Government","1400","314300","0.0","1118","2.6"
"2010","2","36061","0","10","New York, NY","Total, All Industries","120600","2291300","0.3","1659","9.0"
"2010","2","36061","5","10","New York, NY","Private industry","120300","1840600","0.3","1799","10.2"
"2010","2","36061","5","1011","New York, NY","Natural resources and mining","0","100","-11.3","1926","-24.3"
"2010","2","36061","5","1012","New York, NY","Construction","2300","30000","-12.7","1523","1.6"
"2010","2","36061","5","1013","New York, NY","Manufacturing","2600","26700","-5.0","1227","0.8"
"2010","2","36061","5","1021","New York, NY","Trade, transportation, and utilities","21100","234400","1.9","1173","4.5"
"2010","2","36061","5","1022","New York, NY","Information","4400","129500","-2.7","2011","3.3"
"2010","2","36061","5","1023","New York, NY","Financial activities","19000","347300","-0.2","3611","25.8"
"2010","2","36061","5","1024","New York, NY","Professional and business services","25600","461200","-0.3","1887","4.5"
"2010","2","36061","5","1025","New York, NY","Education and health services","9100","294000","1.3","1097","2.7"
"2010","2","36061","5","1026","New York, NY","Leisure and hospitality","12300","223400","2.7","755","4.0"
"2010","2","36061","5","1027","New York, NY","Other services","18500","87600","-0.4","957","0.0"
"2010","2","36061","8","10","New York, NY","Government","300","450600","0.2","1090","1.3"
"2010","2","48201","0","10","Harris, TX","Total, All Industries","99700","1996500","-0.3","1065","2.3"
"2010","2","48201","5","10","Harris, TX","Private industry","99100","1729100","-0.9","1084","2.7"
"2010","2","48201","5","1011","Harris, TX","Natural resources and mining","1600","74700","3.1","2732","2.2"
"2010","2","48201","5","1012","Harris, TX","Construction","6500","132100","-7.8","1056","-0.2"
"2010","2","48201","5","1013","Harris, TX","Manufacturing","4500","168000","-3.0","1323","5.8"
"2010","2","48201","5","1021","Harris, TX","Trade, transportation, and utilities","22500","414300","-1.0","957","1.7"
"2010","2","48201","5","1022","Harris, TX","Information","1300","28800","-4.7","1214","1.0"
"2010","2","48201","5","1023","Harris, TX","Financial activities","10500","112200","-3.1","1295","7.1"
"2010","2","48201","5","1024","Harris, TX","Professional and business services","19800","319500","0.4","1301","4.2"
"2010","2","48201","5","1025","Harris, TX","Education and health services","10900","236700","3.7","883","0.5"
"2010","2","48201","5","1026","Harris, TX","Leisure and hospitality","8000","181300","-1.6","390","2.6"
"2010","2","48201","5","1027","Harris, TX","Other services","13100","60300","0.8","614","-0.5"
"2010","2","48201","8","10","Harris, TX","Government","500","267400","3.8","943","-0.6"
"2010","2","04013","0","10","Maricopa, AZ","Total, All Industries","94600","1565200","-1.5","860","1.7"
"2010","2","04013","5","10","Maricopa, AZ","Private industry","93900","1385900","-1.7","842","1.8"
"2010","2","04013","5","1011","Maricopa, AZ","Natural resources and mining","500","7600","-11.8","739","9.8"
"2010","2","04013","5","1012","Maricopa, AZ","Construction","9000","81200","-15.7","877","0.6"
"2010","2","04013","5","1013","Maricopa, AZ","Manufacturing","3300","107200","-4.2","1264","8.0"
"2010","2","04013","5","1021","Maricopa, AZ","Trade, transportation, and utilities","21900","331800","-1.1","794","2.5"
"2010","2","04013","5","1022","Maricopa, AZ","Information","1500","27500","0.3","1061","1.8"
"2010","2","04013","5","1023","Maricopa, AZ","Financial activities","11400","132000","-3.1","1038","2.4"
"2010","2","04013","5","1024","Maricopa, AZ","Professional and business services","21800","260700","-0.1","881","-0.1"
"2010","2","04013","5","1025","Maricopa, AZ","Education and health services","10300","223500","3.6","901","-0.2"
"2010","2","04013","5","1026","Maricopa, AZ","Leisure and hospitality","6800","167100","-1.8","406","2.3"
"2010","2","04013","5","1027","Maricopa, AZ","Other services","6800","46800","0.3","570","0.5"
"2010","2","04013","8","10","Maricopa, AZ","Government","700","179300","-0.1","981","0.2"
"2010","2","48113","0","10","Dallas, TX","Total, All Industries","67500","1415200","0.2","1030","2.3"
"2010","2","48113","5","10","Dallas, TX","Private industry","67000","1243000","-0.4","1036","2.4"
"2010","2","48113","5","1011","Dallas, TX","Natural resources and mining","600","8400","8.3","3107","9.8"
"2010","2","48113","5","1012","Dallas, TX","Construction","4100","67500","-10.2","926","2.1"
"2010","2","48113","5","1013","Dallas, TX","Manufacturing","2900","113700","-4.8","1211","4.8"
"2010","2","48113","5","1021","Dallas, TX","Trade, transportation, and utilities","14800","279400","-0.4","953","2.9"
"2010","2","48113","5","1022","Dallas, TX","Information","1600","45600","-2.0","1500","3.2"
"2010","2","48113","5","1023","Dallas, TX","Financial activities","8500","136500","-2.1","1344","4.4"
"2010","2","48113","5","1024","Dallas, TX","Professional and business services","14700","257200","1.5","1165","2.3"
"2010","2","48113","5","1025","Dallas, TX","Education and health services","6900","164000","4.7","978","-0.3"
"2010","2","48113","5","1026","Dallas, TX","Leisure and hospitality","5400","131200","0.9","444","-5.1"
"2010","2","48113","5","1027","Dallas, TX","Other services","7000","38800","0.1","641","0.2"
"2010","2","48113","8","10","Dallas, TX","Government","500","172200","4.4","988","1.8"
"2010","2","06059","0","10","Orange, CA","Total, All Industries","101700","1369700","-1.1","965","1.5"
"2010","2","06059","5","10","Orange, CA","Private industry","100300","1217700","-1.0","949","1.9"
"2010","2","06059","5","1011","Orange, CA","Natural resources and mining","200","4800","7.6","570","-4.4"
"2010","2","06059","5","1012","Orange, CA","Construction","6400","68200","-9.1","1037","-3.9"
"2010","2","06059","5","1013","Orange, CA","Manufacturing","5000","152800","-2.0","1166","4.4"
"2010","2","06059","5","1021","Orange, CA","Trade, transportation, and utilities","16400","242500","-1.4","914","2.6"
"2010","2","06059","5","1022","Orange, CA","Information","1300","25400","-6.9","1353","4.6"
"2010","2","06059","5","1023","Orange, CA","Financial activities","9700","103100","-2.7","1375","3.9"
"2010","2","06059","5","1024","Orange, CA","Professional and business services","18700","243700","0.6","1103","1.3"
"2010","2","06059","5","1025","Orange, CA","Education and health services","10300","154000","1.9","878","1.5"
"2010","2","06059","5","1026","Orange, CA","Leisure and hospitality","7100","170900","0.0","419","2.9"
"2010","2","06059","5","1027","Orange, CA","Other services","20200","48700","0.4","527","1.0"
"2010","2","06059","8","10","Orange, CA","Government","1400","152000","-2.2","1100","-0.5"
"2010","2","06073","0","10","San Diego, CA","Total, All Industries","97500","1253300","-0.5","934","2.3"
"2010","2","06073","5","10","San Diego, CA","Private industry","96200","1020500","-0.8","903","2.8"
"2010","2","06073","5","1011","San Diego, CA","Natural resources and mining","700","10600","1.2","573","2.1"
"2010","2","06073","5","1012","San Diego, CA","Construction","6400","56200","-9.2","995","0.0"
"2010","2","06073","5","1013","San Diego, CA","Manufacturing","3000","93200","-2.3","1313","5.1"
"2010","2","06073","5","1021","San Diego, CA","Trade, transportation, and utilities","13600","195900","-1.0","746","3.5"
"2010","2","06073","5","1022","San Diego, CA","Information","1200","25400","-4.1","1363","3.4"
"2010","2","06073","5","1023","San Diego, CA","Financial activities","8700","67100","-3.1","1101","3.3"
"2010","2","06073","5","1024","San Diego, CA","Professional and business services","16000","208400","-0.3","1254","3.6"
"2010","2","06073","5","1025","San Diego, CA","Education and health services","8400","144400","2.5","875","2.1"
"2010","2","06073","5","1026","San Diego, CA","Leisure and hospitality","7000","157600","0.4","398","2.6"
"2010","2","06073","5","1027","San Diego, CA","Other services","26700","58400","0.3","494","3.8"
"2010","2","06073","8","10","San Diego, CA","Government","1400","232800","[ND]","1069","[ND]"
"2010","2","53033","0","10","King, WA","Total, All Industries","80600","1125900","-0.9","1101","2.1"
"2010","2","53033","5","10","King, WA","Private industry","80100","963600","-1.2","1100","1.8"
"2010","2","53033","5","1011","King, WA","Natural resources and mining","400","2800","-3.2","1214","5.6"
"2010","2","53033","5","1012","King, WA","Construction","5900","47400","-15.0","1098","-0.5"
"2010","2","53033","5","1013","King, WA","Manufacturing","2300","97400","-3.9","1418","2.8"
"2010","2","53033","5","1021","King, WA","Trade, transportation, and utilities","14500","203800","-0.3","950","2.9"
"2010","2","53033","5","1022","King, WA","Information","1700","79500","-0.9","1991","3.4"
"2010","2","53033","5","1023","King, WA","Financial activities","6600","64500","-7.0","1283","-2.4"
"2010","2","53033","5","1024","King, WA","Professional and business services","13800","175100","1.0","1327","3.4"
"2010","2","53033","5","1025","King, WA","Education and health services","6900","131200","0.1","913","3.5"
"2010","2","53033","5","1026","King, WA","Leisure and hospitality","6300","110400","0.1","432","1.2"
"2010","2","53033","5","1027","King, WA","Other services","21700","51400","10.1","596","-2.3"
"2010","2","53033","8","10","King, WA","Government","500","162300","1.1","1107","4.8"
"2010","2","12086","0","10","Miami-Dade, FL","Total, All Industries","85900","932400","-0.2","850","1.9"
"2010","2","12086","5","10","Miami-Dade, FL","Private industry","85600","800200","-0.2","814","1.4"
"2010","2","12086","5","1011","Miami-Dade, FL","Natural resources and mining","500","7000","-6.2","513","8.9"
"2010","2","12086","5","1012","Miami-Dade, FL","Construction","5500","31200","-13.7","876","0.9"
"2010","2","12086","5","1013","Miami-Dade, FL","Manufacturing","2600","35000","-6.7","777","4.4"
"2010","2","12086","5","1021","Miami-Dade, FL","Trade, transportation, and utilities","24100","236900","1.2","764","0.5"
"2010","2","12086","5","1022","Miami-Dade, FL","Information","1500","17300","[ND]","1328","[ND]"
"2010","2","12086","5","1023","Miami-Dade, FL","Financial activities","9300","60700","-2.2","1222","6.0"
"2010","2","12086","5","1024","Miami-Dade, FL","Professional and business services","18100","121200","-1.6","993","1.6"
"2010","2","12086","5","1025","Miami-Dade, FL","Education and health services","9700","149900","3.1","835","0.1"
"2010","2","12086","5","1026","Miami-Dade, FL","Leisure and hospitality","6400","105700","3.0","486","2.3"
"2010","2","12086","5","1027","Miami-Dade, FL","Other services","7700","35100","-0.1","544","0.7"
"2010","2","12086","8","10","Miami-Dade, FL","Government","400","132200","-0.2","1051","4.1"
"2010","3","US000","0","10","United States","Total, All Industries","9044400","128440400","0.2","870","3.4"
"2010","3","US000","5","10","United States","Private industry","8746300","107007400","0.4","861","4.0"
"2010","3","US000","5","1011","United States","Natural resources and mining","126900","1926700","3.3","884","5.7"
"2010","3","US000","5","1012","United States","Construction","796600","5686900","-4.6","946","1.3"
"2010","3","US000","5","1013","United States","Manufacturing","343400","11584300","-0.3","1074","6.8"
"2010","3","US000","5","1021","United States","Trade, transportation, and utilities","1877400","24381800","-0.2","742","4.4"
"2010","3","US000","5","1022","United States","Information","144500","2701500","-2.3","1416","7.4"
"2010","3","US000","5","1023","United States","Financial activities","818000","7379900","-1.7","1235","4.6"
"2010","3","US000","5","1024","United States","Professional and business services","1544900","16869800","3.3","1093","3.1"
"2010","3","US000","5","1025","United States","Education and health services","893500","18661900","1.9","842","2.8"
"2010","3","US000","5","1026","United States","Leisure and hospitality","748600","13292800","0.7","370","3.6"
"2010","3","US000","5","1027","United States","Other services","1267900","4342800","-0.1","562","3.5"
"2010","3","US000","8","10","United States","Government","298000","21433000","-0.8","918","1.2"
"2010","3","06037","0","10","Los Angeles, CA","Total, All Industries","427000","3844500","-0.8","972","3.1"
"2010","3","06037","5","10","Los Angeles, CA","Private industry","421400","3311100","-0.3","948","3.6"
"2010","3","06037","5","1011","Los Angeles, CA","Natural resources and mining","500","10800","5.9","1903","45.9"
"2010","3","06037","5","1012","Los Angeles, CA","Construction","13000","104200","-9.3","1010","-1.6"
"2010","3","06037","5","1013","Los Angeles, CA","Manufacturing","13500","374100","-1.7","1079","4.6"
"2010","3","06037","5","1021","Los Angeles, CA","Trade, transportation, and utilities","52200","732200","0.1","783","2.9"
"2010","3","06037","5","1022","Los Angeles, CA","Information","8500","196900","1.2","1644","3.1"
"2010","3","06037","5","1023","Los Angeles, CA","Financial activities","22400","209400","-1.1","1456","8.4"
"2010","3","06037","5","1024","Los Angeles, CA","Professional and business services","42000","528200","0.9","1145","1.1"
"2010","3","06037","5","1025","Los Angeles, CA","Education and health services","29000","508800","2.6","931","2.6"
"2010","3","06037","5","1026","Los Angeles, CA","Leisure and hospitality","27100","390400","0.9","544","2.6"
"2010","3","06037","5","1027","Los Angeles, CA","Other services","200800","248500","-5.9","451","7.9"
"2010","3","06037","8","10","Los Angeles, CA","Government","5600","533400","-4.0","1123","1.1"
"2010","3","17031","0","10","Cook, IL","Total, All Industries","143400","2354800","-0.4","1008","3.2"
"2010","3","17031","5","10","Cook, IL","Private industry","142000","2055800","-0.1","1000","3.5"
"2010","3","17031","5","1011","Cook, IL","Natural resources and mining","100","1000","-8.4","1051","7.5"
"2010","3","17031","5","1012","Cook, IL","Construction","12200","67200","-10.0","1228","-3.3"
"2010","3","17031","5","1013","Cook, IL","Manufacturing","6700","194300","-1.0","1069","6.3"
"2010","3","17031","5","1021","Cook, IL","Trade, transportation, and utilities","27700","428900","0.2","784","3.2"
"2010","3","17031","5","1022","Cook, IL","Information","2600","51000","-3.5","1439","6.4"
"2010","3","17031","5","1023","Cook, IL","Financial activities","15400","187900","-2.8","1644","7.6"
"2010","3","17031","5","1024","Cook, IL","Professional and business services","30200","407700","2.6","1259","1.7"
"2010","3","17031","5","1025","Cook, IL","Education and health services","14900","391000","[ND]","903","[ND]"
"2010","3","17031","5","1026","Cook, IL","Leisure and hospitality","12400","230900","0.2","463","4.5"
"2010","3","17031","5","1027","Cook, IL","Other services","15400","92500","[ND]","761","5.3"
"2010","3","17031","8","10","Cook, IL","Government","1400","298900","-2.5","1067","1.5"
"2010","3","36061","0","10","New York, NY","Total, All Industries","120900","2273000","1.2","1572","4.7"
"2010","3","36061","5","10","New York, NY","Private industry","120600","1834900","1.6","1685","4.6"
"2010","3","36061","5","1011","New York, NY","Natural resources and mining","0","100","-5.0","1853","-9.3"
"2010","3","36061","5","1012","New York, NY","Construction","2200","30500","-7.0","1608","3.5"
"2010","3","36061","5","1013","New York, NY","Manufacturing","2500","26700","-2.5","1256","6.1"
"2010","3","36061","5","1021","New York, NY","Trade, transportation, and utilities","21100","233400","2.2","1130","2.4"
"2010","3","36061","5","1022","New York, NY","Information","4400","131000","-0.8","2042","7.8"
"2010","3","36061","5","1023","New York, NY","Financial activities","19000","348800","1.3","2903","5.5"
"2010","3","36061","5","1024","New York, NY","Professional and business services","25600","458200","1.9","1880","3.8"
"2010","3","36061","5","1025","New York, NY","Education and health services","9100","290000","1.7","1147","5.5"
"2010","3","36061","5","1026","New York, NY","Leisure and hospitality","12300","223300","3.2","756","3.7"
"2010","3","36061","5","1027","New York, NY","Other services","18600","86300","0.2","1026","9.5"
"2010","3","36061","8","10","New York, NY","Government","300","438100","-0.6","1098","3.8"
"2010","3","48201","0","10","Harris, TX","Total, All Industries","100000","1995800","1.1","1083","3.9"
"2010","3","48201","5","10","Harris, TX","Private industry","99400","1734100","1.0","1095","4.6"
"2010","3","48201","5","1011","Harris, TX","Natural resources and mining","1600","75200","4.0","2692","3.9"
"2010","3","48201","5","1012","Harris, TX","Construction","6500","133600","-3.4","1038","0.6"
"2010","3","48201","5","1013","Harris, TX","Manufacturing","4500","169000","0.4","1357","6.6"
"2010","3","48201","5","1021","Harris, TX","Trade, transportation, and utilities","22500","415800","0.2","969","5.4"
"2010","3","48201","5","1022","Harris, TX","Information","1300","27900","-5.1","1298","6.1"
"2010","3","48201","5","1023","Harris, TX","Financial activities","10400","111400","-2.8","1283","5.5"
"2010","3","48201","5","1024","Harris, TX","Professional and business services","19800","322300","2.8","1310","4.6"
"2010","3","48201","5","1025","Harris, TX","Education and health services","11100","238700","3.5","902","3.7"
"2010","3","48201","5","1026","Harris, TX","Leisure and hospitality","8000","179200","1.2","398","2.3"
"2010","3","48201","5","1027","Harris, TX","Other services","13200","59800","3.0","620","2.1"
"2010","3","48201","8","10","Harris, TX","Government","600","261700","[ND]","1003","[ND]"
"2010","3","04013","0","10","Maricopa, AZ","Total, All Industries","95000","1597000","-0.5","859","2.4"
"2010","3","04013","5","10","Maricopa, AZ","Private industry","94300","1382400","-0.3","851","2.9"
"2010","3","04013","5","1011","Maricopa, AZ","Natural resources and mining","500","6500","-12.0","787","9.8"
"2010","3","04013","5","1012","Maricopa, AZ","Construction","8900","80400","-10.0","892","2.4"
"2010","3","04013","5","1013","Maricopa, AZ","Manufacturing","3200","106600","-2.6","1250","9.6"
"2010","3","04013","5","1021","Maricopa, AZ","Trade, transportation, and utilities","22000","328700","-1.0","797","4.2"
"2010","3","04013","5","1022","Maricopa, AZ","Information","1500","26700","1.3","1118","2.2"
"2010","3","04013","5","1023","Maricopa, AZ","Financial activities","11300","131200","-2.1","1025","2.9"
"2010","3","04013","5","1024","Maricopa, AZ","Professional and business services","22000","259500","0.7","896","0.4"
"2010","3","04013","5","1025","Maricopa, AZ","Education and health services","10400","231500","[ND]","919","[ND]"
"2010","3","04013","5","1026","Maricopa, AZ","Leisure and hospitality","6900","165500","0.3","409","3.0"
"2010","3","04013","5","1027","Maricopa, AZ","Other services","6800","45100","-0.3","571","2.5"
"2010","3","04013","8","10","Maricopa, AZ","Government","700","214600","-1.8","915","-0.7"
"2010","3","48113","0","10","Dallas, TX","Total, All Industries","67800","1415000","0.9","1032","2.0"
"2010","3","48113","5","10","Dallas, TX","Private industry","67300","1246200","0.9","1035","2.0"
"2010","3","48113","5","1011","Dallas, TX","Natural resources and mining","600","8400","10.9","2861","0.1"
"2010","3","48113","5","1012","Dallas, TX","Construction","4000","69200","-3.6","944","-0.4"
"2010","3","48113","5","1013","Dallas, TX","Manufacturing","2900","113100","-3.8","1174","2.2"
"2010","3","48113","5","1021","Dallas, TX","Trade, transportation, and utilities","14900","279800","0.1","961","2.9"
"2010","3","48113","5","1022","Dallas, TX","Information","1600","45100","-0.3","1507","3.5"
"2010","3","48113","5","1023","Dallas, TX","Financial activities","8500","136000","-0.8","1329","2.5"
"2010","3","48113","5","1024","Dallas, TX","Professional and business services","14800","261700","3.7","1175","1.2"
"2010","3","48113","5","1025","Dallas, TX","Education and health services","7000","165300","3.4","962","2.2"
"2010","3","48113","5","1026","Dallas, TX","Leisure and hospitality","5500","128500","1.7","462","2.0"
"2010","3","48113","5","1027","Dallas, TX","Other services","7000","38200","1.7","642","1.4"
"2010","3","48113","8","10","Dallas, TX","Government","500","168900","1.0","1005","1.5"
"2010","3","06059","0","10","Orange, CA","Total, All Industries","101700","1348800","-0.1","975","2.8"
"2010","3","06059","5","10","Orange, CA","Private industry","100400","1215900","0.3","966","3.2"
"2010","3","06059","5","1011","Orange, CA","Natural resources and mining","200","3900","-1.9","620","-2.7"
"2010","3","06059","5","1012","Orange, CA","Construction","6400","67900","-5.0","1073","-3.1"
"2010","3","06059","5","1013","Orange, CA","Manufacturing","5000","151000","-0.4","1244","9.0"
"2010","3","06059","5","1021","Orange, CA","Trade, transportation, and utilities","16400","243500","-0.4","905","4.3"
"2010","3","06059","5","1022","Orange, CA","Information","1300","24300","-8.2","1463","8.0"
"2010","3","06059","5","1023","Orange, CA","Financial activities","9800","104000","0.2","1363","5.2"
"2010","3","06059","5","1024","Orange, CA","Professional and business services","18800","244000","2.0","1092","0.3"
"2010","3","06059","5","1025","Orange, CA","Education and health services","10400","154500","2.9","940","1.4"
"2010","3","06059","5","1026","Orange, CA","Leisure and hospitality","7100","171700","0.1","431","4.9"
"2010","3","06059","5","1027","Orange, CA","Other services","20700","48400","0.5","539","2.5"
"2010","3","06059","8","10","Orange, CA","Government","1400","132900","-2.9","1060","0.2"
"2010","3","06073","0","10","San Diego, CA","Total, All Industries","97700","1238600","0.4","943","2.7"
"2010","3","06073","5","10","San Diego, CA","Private industry","96300","1021500","0.4","917","2.8"
"2010","3","06073","5","1011","San Diego, CA","Natural resources and mining","700","10700","5.6","582","0.7"
"2010","3","06073","5","1012","San Diego, CA","Construction","6400","55700","-5.5","1045","0.6"
"2010","3","06073","5","1013","San Diego, CA","Manufacturing","3000","93000","0.1","1326","7.2"
"2010","3","06073","5","1021","San Diego, CA","Trade, transportation, and utilities","13700","196400","-0.3","742","1.6"
"2010","3","06073","5","1022","San Diego, CA","Information","1200","25000","-2.8","1572","10.1"
"2010","3","06073","5","1023","San Diego, CA","Financial activities","8600","66900","-1.4","1119","4.0"
"2010","3","06073","5","1024","San Diego, CA","Professional and business services","16200","210800","1.8","1223","0.2"
"2010","3","06073","5","1025","San Diego, CA","Education and health services","8400","145500","2.8","907","2.4"
"2010","3","06073","5","1026","San Diego, CA","Leisure and hospitality","7000","157400","0.3","425","4.9"
"2010","3","06073","5","1027","San Diego, CA","Other services","27300","57700","0.1","540","11.6"
"2010","3","06073","8","10","San Diego, CA","Government","1400","217100","0.2","1069","[ND]"
"2010","3","53033","0","10","King, WA","Total, All Industries","83000","1121800","0.1","1234","4.7"
"2010","3","53033","5","10","King, WA","Private industry","82400","967600","0.1","1248","4.6"
"2010","3","53033","5","1011","King, WA","Natural resources and mining","400","2900","-4.4","1162","9.5"
"2010","3","53033","5","1012","King, WA","Construction","6000","49100","-8.8","1134","1.1"
"2010","3","53033","5","1013","King, WA","Manufacturing","2300","97300","-2.4","1455","10.4"
"2010","3","53033","5","1021","King, WA","Trade, transportation, and utilities","14900","204500","0.4","977","6.8"
"2010","3","53033","5","1022","King, WA","Information","1800","79900","1.0","3605","6.4"
"2010","3","53033","5","1023","King, WA","Financial activities","6600","64600","-4.4","1297","-1.3"
"2010","3","53033","5","1024","King, WA","Professional and business services","14300","177800","3.2","1329","4.7"
"2010","3","53033","5","1025","King, WA","Education and health services","7000","130300","0.2","930","3.6"
"2010","3","53033","5","1026","King, WA","Leisure and hospitality","6500","109800","-0.1","456","0.2"
"2010","3","53033","5","1027","King, WA","Other services","22800","51400","8.6","572","-4.7"
"2010","3","53033","8","10","King, WA","Government","600","154200","0.1","1142","[ND]"
"2010","3","12086","0","10","Miami-Dade, FL","Total, All Industries","85000","940900","0.3","853","1.5"
"2010","3","12086","5","10","Miami-Dade, FL","Private industry","84700","797900","0.7","819","1.7"
"2010","3","12086","5","1011","Miami-Dade, FL","Natural resources and mining","500","6800","-0.2","489","0.6"
"2010","3","12086","5","1012","Miami-Dade, FL","Construction","5300","31400","-9.3","859","-0.2"
"2010","3","12086","5","1013","Miami-Dade, FL","Manufacturing","2600","34700","-4.3","805","5.6"
"2010","3","12086","5","1021","Miami-Dade, FL","Trade, transportation, and utilities","24100","236400","1.9","757","1.6"
"2010","3","12086","5","1022","Miami-Dade, FL","Information","1500","17100","-1.5","1289","5.5"
"2010","3","12086","5","1023","Miami-Dade, FL","Financial activities","9000","60400","-1.0","1216","5.6"
"2010","3","12086","5","1024","Miami-Dade, FL","Professional and business services","17800","121500","0.4","993","-2.8"
"2010","3","12086","5","1025","Miami-Dade, FL","Education and health services","9600","149600","1.0","862","4.5"
"2010","3","12086","5","1026","Miami-Dade, FL","Leisure and hospitality","6300","104800","3.7","497","4.6"
"2010","3","12086","5","1027","Miami-Dade, FL","Other services","7700","34800","1.5","553","2.6"
"2010","3","12086","8","10","Miami-Dade, FL","Government","400","143000","-1.8","1047","1.1"
"2010","4","US000","0","10","United States","Total, All Industries","9093500","129451600","0.9","971","3.0"
"2010","4","US000","5","10","United States","Private industry","8795600","107606500","1.2","973","3.2"
"2010","4","US000","5","1011","United States","Natural resources and mining","127700","1723400","4.6","1056","7.1"
"2010","4","US000","5","1012","United States","Construction","790800","5392700","-2.9","1060","0.6"
"2010","4","US000","5","1013","United States","Manufacturing","342800","11569900","0.7","1206","5.1"
"2010","4","US000","5","1021","United States","Trade, transportation, and utilities","1882500","25333300","1.1","806","2.9"
"2010","4","US000","5","1022","United States","Information","144700","2715000","-1.8","1513","4.5"
"2010","4","US000","5","1023","United States","Financial activities","816700","7431100","-0.9","1487","4.4"
"2010","4","US000","5","1024","United States","Professional and business services","1557600","17073900","3.4","1289","4.1"
"2010","4","US000","5","1025","United States","Education and health services","899700","18949500","1.8","924","1.4"
"2010","4","US000","5","1026","United States","Leisure and hospitality","751900","12850800","1.8","409","2.5"
"2010","4","US000","5","1027","United States","Other services","1289600","4363200","0.5","604","2.5"
"2010","4","US000","8","10","United States","Government","298000","21845100","-0.8","962","2.1"
"2010","4","06037","0","10","Los Angeles, CA","Total, All Industries","437600","3931600","0.0","1158","5.2"
"2010","4","06037","5","10","Los Angeles, CA","Private industry","432000","3358500","0.4","1156","5.6"
"2010","4","06037","5","1011","Los Angeles, CA","Natural resources and mining","500","9600","4.2","1797","21.3"
"2010","4","06037","5","1012","Los Angeles, CA","Construction","13100","102800","-5.8","1148","-0.7"
"2010","4","06037","5","1013","Los Angeles, CA","Manufacturing","13500","371600","-1.1","1204","3.4"
"2010","4","06037","5","1021","Los Angeles, CA","Trade, transportation, and utilities","52200","761800","0.8","884","3.4"
"2010","4","06037","5","1022","Los Angeles, CA","Information","8500","198500","0.8","2234","9.3"
"2010","4","06037","5","1023","Los Angeles, CA","Financial activities","22500","211500","-0.6","1601","7.2"
"2010","4","06037","5","1024","Los Angeles, CA","Professional and business services","42100","540900","1.7","1464","8.6"
"2010","4","06037","5","1025","Los Angeles, CA","Education and health services","29000","511800","[ND]","1065","[ND]"
"2010","4","06037","5","1026","Los Angeles, CA","Leisure and hospitality","27300","387900","1.2","931","2.0"
"2010","4","06037","5","1027","Los Angeles, CA","Other services","204300","243600","-4.5","477","6.0"
"2010","4","06037","8","10","Los Angeles, CA","Government","5600","573000","-2.4","1165","2.6"
"2010","4","17031","0","10","Cook, IL","Total, All Industries","144600","2379800","0.7","1157","1.8"
"2010","4","17031","5","10","Cook, IL","Private industry","143200","2079800","1.1","1161","1.7"
"2010","4","17031","5","1011","Cook, IL","Natural resources and mining","100","900","0.8","1154","3.3"
"2010","4","17031","5","1012","Cook, IL","Construction","12300","61500","-8.0","1420","0.6"
"2010","4","17031","5","1013","Cook, IL","Manufacturing","6700","194900","0.0","1251","7.8"
"2010","4","17031","5","1021","Cook, IL","Trade, transportation, and utilities","27800","448200","1.5","888","5.8"
"2010","4","17031","5","1022","Cook, IL","Information","2600","51100","-3.6","1550","-3.4"
"2010","4","17031","5","1023","Cook, IL","Financial activities","15400","188500","-1.7","1979","-4.5"
"2010","4","17031","5","1024","Cook, IL","Professional and business services","30400","414200","3.2","1584","3.2"
"2010","4","17031","5","1025","Cook, IL","Education and health services","15000","398900","2.7","976","0.1"
"2010","4","17031","5","1026","Cook, IL","Leisure and hospitality","12500","224100","1.4","469","3.5"
"2010","4","17031","5","1027","Cook, IL","Other services","15600","93400","-0.8","822","3.8"
"2010","4","17031","8","10","Cook, IL","Government","1400","299900","-2.4","1129","2.8"
"2010","4","36061","0","10","New York, NY","Total, All Industries","121400","2335900","1.6","1929","2.5"
"2010","4","36061","5","10","New York, NY","Private industry","121100","1894900","2.4","2126","2.4"
"2010","4","36061","5","1011","New York, NY","Natural resources and mining","0","100","5.0","3306","58.3"
"2010","4","36061","5","1012","New York, NY","Construction","2200","30200","-3.1","1966","-4.9"
"2010","4","36061","5","1013","New York, NY","Manufacturing","2500","26800","0.9","1915","22.4"
"2010","4","36061","5","1021","New York, NY","Trade, transportation, and utilities","21000","249000","3.1","1350","2.7"
"2010","4","36061","5","1022","New York, NY","Information","4400","131500","0.0","2279","6.8"
"2010","4","36061","5","1023","New York, NY","Financial activities","19000","352900","2.2","4222","0.6"
"2010","4","36061","5","1024","New York, NY","Professional and business services","25500","469300","2.3","2328","5.1"
"2010","4","36061","5","1025","New York, NY","Education and health services","9200","303000","1.2","1203","1.8"
"2010","4","36061","5","1026","New York, NY","Leisure and hospitality","12400","236200","5.1","922","-0.5"
"2010","4","36061","5","1027","New York, NY","Other services","18700","88800","0.7","1117","-0.4"
